"geo","gender","provider_status","time_use","care_type","care_focus","provider_attention","provision_interval","population"
"state37","male","with_children","non_care","formal","none","active",218398859.4,926018.57
"state45","male","with_children","non_care","formal","none","active",129293626.971429,486141.97
"state13","male","with_children","non_care","formal","none","active",262114067.828571,970112.38
"state12","male","with_children","non_care","formal","none","active",415618835.228571,1694164.87
"state21","male","with_children","non_care","formal","none","active",90906391.2857143,367943.46
"state47","male","with_children","non_care","formal","none","active",163498937.314286,639817.72
"state01","male","with_children","non_care","formal","none","active",92876149.2857143,371801.63
"state28","male","with_children","non_care","formal","none","active",60825280.8,219240.85
"state05","male","with_children","non_care","formal","none","active",61310020.0285714,225701.86
"state22","male","with_children","non_care","formal","none","active",79937967,354866.94
"state40","male","with_children","non_care","formal","none","active",97953355.2,342783.11
"state48","male","with_children","non_care","formal","none","active",765600507.6,2850510.39
"state30","male","with_children","non_care","formal","none","active",27308661.0857143,101891.78
"state16","male","with_children","non_care","formal","none","active",59162335.0285714,216334.91
"state56","male","with_children","non_care","formal","none","active",16394226.9428571,59661.19
"state08","male","with_children","non_care","formal","none","active",157775078.657143,542191.71
"state35","male","with_children","non_care","formal","none","active",41261850.0857143,166189.94
"state04","male","with_children","non_care","formal","none","active",154297213.2,565964.52
"state49","male","with_children","non_care","formal","none","active",99172037.2285714,348963.96
"state32","male","with_children","non_care","formal","none","active",52526594.5714286,248297.28
"state53","male","with_children","non_care","formal","none","active",224178592.114286,800502.63
"state41","male","with_children","non_care","formal","none","active",96868334.6571429,384541.47
"state06","male","with_children","non_care","formal","none","active",808712573.142857,3255354.24
"state02","male","with_children","non_care","formal","none","active",15710600.7428571,66196.6
"state15","male","with_children","non_care","formal","none","active",24323837.4857143,123279.51
"national","male","with_children","non_care","formal","none","active",7510742307.08571,28742602.84
"state23","male","without_children","non_care","formal","none","active",50869236.5142857,423051.8
"state33","male","without_children","non_care","formal","none","active",59659974.8571429,390342.28
"state50","male","without_children","non_care","formal","none","active",29113192.0285714,185115.49
"state25","male","without_children","non_care","formal","none","active",269405536.457143,1841401.66
"state44","male","without_children","non_care","formal","none","active",41624555.4,289730.92
"state09","male","without_children","non_care","formal","none","active",137581004.057143,941600.82
"state36","male","without_children","non_care","formal","none","active",704219368.285714,5041358.88
"state34","male","without_children","non_care","formal","none","active",371402230.714286,2279793.38
"state42","male","without_children","non_care","formal","none","active",522089613,3310330.26
"state39","male","without_children","non_care","formal","none","active",375487028.914286,2891050.63
"state18","male","without_children","non_care","formal","none","active",281876937.857143,1736136.75
"state17","male","without_children","non_care","formal","none","active",509351206.028571,3274043.41
"state26","male","without_children","non_care","formal","none","active",426213133.971429,2659081.21
"state55","male","without_children","non_care","formal","none","active",229678846.285714,1438269.26
"state27","male","without_children","non_care","formal","none","active",231785590.971429,1571084.16
"state19","male","without_children","non_care","formal","none","active",144404232.771429,878502.7
"state29","male","without_children","non_care","formal","none","active",252314898.514286,1564241.48
"state38","male","without_children","non_care","formal","none","active",36257675.7428571,208347.38
"state46","male","without_children","non_care","formal","none","active",44068512.7714286,235841.98
"state31","male","without_children","non_care","formal","none","active",82239358.2857143,497798.06
