"activity_id","geo_level","provider_attention","provision_interval","population"
"general-childcare","state40","active",824785.116201567,13746.4186033595
"general-childcare","state24","active",435258.351780953,2418.10195433863
"general-childcare","state25","active",2816386.4039424,2933.73583744
"general-childcare","state29","active",1344002.81146542,6720.01405732712
"general-childcare","state19","active",452044.63277063,7534.07721284384
"general-childcare","state32","active",35386.1060169753,1769.30530084877
"general-children-s-education","state36","active",790249.698736545,19161.9367314066
"general-children-s-education","state25","active",734901.233854595,11956.9937435293
"general-children-s-education","state45","active",923456.1370632,4735.67249776
"general-children-s-education","state17","active",1073814.55970836,19155.3666290378
"general-children-s-education","state11","active",34492.4501056384,3449.24501056384
"general-children-s-education","state34","active",1010344.852389,12120.2858221315
"general-children-s-education","state06","active",2685992.37309246,32908.2042403578
"general-children-s-education","state55","active",20633.8478106192,2063.38478106192
"general-children-s-education","state20","active",97670.3435321096,4883.51717660548
"general-children-s-education","state41","active",307815.324319003,5130.25540531671
"general-children-s-education","state48","active",244119.998647726,2712.44442941918
"general-children-s-education","state05","active",222198.537654049,3703.30896090082
"general-children-s-education","state39","active",707353.011278378,14103.7745059112
"general-children-s-education","state27","active",3447.17279300877,1149.05759766959
"general-children-s-education","state01","active",59957.7153063123,3997.18102042082
"general-children-s-education","state12","active",186719.323658153,6223.97745527178
"general-children-s-education","state31","active",1760565.42968959,8130.33328979123
"general-children-s-education","state13","active",439797.108994192,3664.97590828493
"general-children-s-education","state19","active",74509.019494989,1655.75598877753
"general-children-s-education","state37","active",177927.374173742,5068.99335321151
"general-children-s-education","state08","active",1097098.94408817,26181.589476537
"general-healthcare","state18","active",29699954.5673518,378936.763233648
"general-healthcare","state01","active",19156724.4476467,340482.862519697
"general-healthcare","state09","active",3211123.16364077,166214.212090489
"general-healthcare","state50","active",1717294.72659472,80085.5992252148
"general-healthcare","state21","active",23718178.3834324,370064.615569307
"general-healthcare","state48","active",121752607.262025,1535679.79691345
"general-healthcare","state29","active",22950327.2960207,418810.363086302
"general-healthcare","state26","active",34374343.8933815,610105.398698685
"general-healthcare","state06","active",114571994.495447,1495318.998109
"general-healthcare","state05","active",18425865.5156586,286795.966576017
"general-healthcare","state12","active",52089823.9563743,1050195.57297331
"general-healthcare","state13","active",24044932.8544656,581542.204624311
"general-healthcare","state49","active",14211167.2101533,166364.115434789
"general-healthcare","state27","active",10550960.3829789,284693.026928931
"general-healthcare","state51","active",39358882.252139,430812.813127117
"general-healthcare","state46","active",3226985.30384779,55589.9467216745
"general-healthcare","state39","active",55801483.9231201,711194.211277644
"general-healthcare","state36","active",36144863.8109232,909129.85549944
"general-healthcare","state41","active",13740211.1914623,285497.513957816
"general-healthcare","state25","active",23442710.2291508,345040.6554605
"general-healthcare","state35","active",10080124.9514761,165266.110553853
"general-healthcare","state22","active",14971865.0321457,276843.701038089
"general-healthcare","state19","active",5005666.33851133,171430.981413442
"general-healthcare","state55","active",14668209.758838,324441.223305232
"general-healthcare","state42","active",31038105.2633759,716159.828855147
"general-healthcare","state40","active",18567438.3089645,273471.44853876
"general-healthcare","state44","active",2649935.51970755,50197.0649192603
"general-healthcare","state47","active",29018582.6941297,370444.877840928
"general-healthcare","state45","active",23840149.1171967,417329.649862584
"general-healthcare","state08","active",7587396.17642732,252508.074369484
"general-healthcare","state53","active",24489673.7361497,329285.887472721
"general-healthcare","state17","active",28021920.8165239,842577.610918912
"general-healthcare","state32","active",9750729.05507835,125209.526648133
"general-healthcare","state04","active",25016793.7996812,369795.50328034
"general-healthcare","state37","active",58371423.298126,708148.963871178
"general-healthcare","state54","active",7095629.55783592,180153.125108154
"general-healthcare","state23","active",2070132.11061262,105342.413205308
"general-healthcare","state16","active",8592640.24916027,145537.68302537
"general-healthcare","state10","active",8061688.25854194,75966.2251456159
"general-healthcare","state20","active",8874715.33228804,180126.991605919
"general-healthcare","state31","active",4864297.36537778,95769.6104492603
"general-healthcare","state28","active",12146932.8773865,237147.970865073
"general-healthcare","state34","active",23250026.8578225,410690.07560877
"general-healthcare","state24","active",26846386.2466633,329624.199715853
"general-healthcare","state33","active",3810885.99991716,64845.9393198252
"general-healthcare","state15","active",917936.101871112,37652.2497463545
"general-healthcare","state30","active",4475863.29930368,53205.5778237085
"general-healthcare","state02","active",1492889.72316517,21696.9970009063
"general-healthcare","state56","active",603789.23245727,31313.9287007567
"general-healthcare","state11","active",1316638.06495501,26313.9828666126
"general-healthcare","state38","active",21410.2970642137,12008.7002463041
"general-household-activities","state46","active",173182.457892181,4083.74912076164
"general-household-activities","state53","active",4666689.77127488,16532.9039004219
"general-household-activities","state17","active",4790064.8874054,23036.6215259627
"general-household-activities","state05","active",658764.648708945,5635.9293468674
"general-household-activities","state36","active",2920643.50428145,10627.8709782844
"general-household-activities","state12","active",14262386.9450807,45007.0201484762
"general-household-activities","state06","active",8772171.71927144,49473.8838151594
"general-household-activities","state48","active",1402465.18064779,24863.8193213419
"general-household-activities","state08","active",28224.7392556493,5644.94785112986
"general-household-activities","state26","active",217407.379930751,1552.90985664822
"general-household-activities","state01","active",52765.1659995167,2975.19719379671
"general-household-activities","state41","active",5751342.35492663,26938.3408970597
"general-household-activities","state25","active",253712.879244653,17449.3234079775
"general-household-activities","state22","active",4184566.96494962,17185.0963442493
"general-household-activities","state51","active",100320.248033334,2229.33884518521
"general-household-activities","state55","active",126953.474517649,4231.78248392164
"general-household-activities","state47","active",2970767.13597338,9405.45021415452
"general-household-activities","state50","active",161100.743349534,2685.0123891589
"general-household-activities","state44","active",1213957.62582677,2248.06967745699
"general-household-activities","state24","active",446059.02957554,2478.10571986411
"general-household-activities","state31","active",363911.769861436,3032.59808217863
"general-household-activities","state39","active",1793236.30759101,14943.6358965918
"general-household-activities","state32","active",239175.186891288,1328.75103828493
"general-household-activities","state40","active",117718.399764822,1961.9733294137
"general-household-activities","state54","active",75957.6180406685,2531.92060135562
"general-household-activities","state02","active",127250.670532389,1413.89633924877
"general-housework","state42","active",10823610.8028276,123935.091521277
"general-housework","state48","active",7703932.16298907,112066.081660742
"general-housework","state21","active",7310811.79608241,84718.6510662159
"general-housework","state19","active",2581695.48631681,36759.7005740373
"general-housework","state13","active",8773339.83859563,88270.8596812312
"general-housework","state36","active",6406811.42475982,85420.4870547008
"general-housework","state27","active",3659172.6627865,15480.4838614351
"general-housework","state47","active",12935218.5419892,116817.966976706
"general-housework","state25","active",4664254.74194566,46668.4686539874
"general-housework","state06","active",15825828.4908945,170621.083073084
"general-housework","state04","active",4197170.9670687,44630.3663309414
"general-housework","state20","active",2689758.29270623,47702.5305533534
"general-housework","state51","active",4019170.05388632,51298.0631782362
"general-housework","state24","active",117361.224492482,1380.72028814685
"general-housework","state54","active",290053.338855723,15246.3447599419
